player_id,total_scoring_att,ontarget_scoring_att,hit_woodwork,att_hd_goal,att_pen_goal,att_freekick_goal,total_offside,touches,total_pass,total_through_ball,total_cross,corner_taken
133749.0,19.0,6.0,0.0,0.0,0.0,0.0,1.0,929.0,618.0,1.0,10.0,0.0
129749.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,2549.0,1572.0,4.0,60.0,0.0
133548.0,18.0,7.0,0.0,0.0,0.0,0.0,2.0,602.0,288.0,1.0,27.0,1.0
49709.0,18.0,6.0,0.0,0.0,0.0,0.0,1.0,1322.0,923.0,2.0,6.0,0.0
160025.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,1499.0,1168.0,0.0,8.0,0.0
52220.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,401.0,285.0,3.0,12.0,4.0
30667.0,18.0,3.0,0.0,1.0,0.0,0.0,2.0,1150.0,768.0,1.0,38.0,0.0
50135.0,18.0,5.0,0.0,1.0,0.0,0.0,2.0,2741.0,2026.0,2.0,157.0,20.0
51699.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,510.0,339.0,4.0,4.0,0.0
23389.0,17.0,3.0,0.0,0.0,0.0,0.0,1.0,1712.0,988.0,2.0,106.0,24.0
94221.0,17.0,9.0,1.0,0.0,0.0,0.0,7.0,272.0,191.0,0.0,2.0,0.0
5990.0,17.0,6.0,3.0,1.0,0.0,0.0,0.0,2093.0,1764.0,7.0,58.0,1.0
30960.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,1399.0,1062.0,0.0,26.0,0.0
10292.0,17.0,7.0,1.0,1.0,0.0,0.0,3.0,1674.0,1257.0,0.0,3.0,0.0
4029.0,17.0,6.0,0.0,0.0,3.0,0.0,0.0,1577.0,1258.0,3.0,25.0,6.0
144579.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,2233.0,1783.0,1.0,160.0,95.0
136255.0,17.0,5.0,0.0,1.0,0.0,0.0,1.0,2522.0,2111.0,0.0,4.0,0.0
10205.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1789.0,1502.0,2.0,4.0,0.0
154336.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,1695.0,922.0,0.0,50.0,0.0
20752.0,16.0,6.0,1.0,0.0,0.0,0.0,0.0,2366.0,1620.0,3.0,103.0,8.0
