player_id,outfielder_block,interception,total_tackle,last_man_tackle,total_clearance,head_clearance,aerial_won,own_goals,error_lead_to_goal,penalty_conceded,fouls,aerial_lost
53278.0,3.0,13.0,5.0,0.0,28.0,11.0,8.0,0.0,0.0,0.0,1.0,10.0
42727.0,3.0,10.0,17.0,0.0,10.0,6.0,13.0,0.0,0.0,0.0,14.0,16.0
42655.0,3.0,21.0,31.0,0.0,19.0,9.0,17.0,0.0,0.0,0.0,18.0,11.0
52240.0,3.0,27.0,44.0,0.0,13.0,3.0,13.0,0.0,1.0,0.0,29.0,21.0
35862.0,3.0,19.0,30.0,0.0,20.0,8.0,23.0,0.0,0.0,1.0,37.0,19.0
159715.0,3.0,4.0,18.0,0.0,5.0,3.0,10.0,0.0,0.0,0.0,26.0,11.0
160314.0,3.0,18.0,37.0,0.0,11.0,4.0,22.0,0.0,0.0,0.0,29.0,26.0
166103.0,3.0,4.0,10.0,0.0,17.0,6.0,8.0,0.0,0.0,1.0,6.0,7.0
135191.0,3.0,12.0,32.0,0.0,12.0,7.0,35.0,0.0,0.0,0.0,35.0,46.0
179415.0,3.0,2.0,1.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0
135169.0,3.0,1.0,3.0,0.0,5.0,4.0,13.0,0.0,0.0,0.0,1.0,37.0
44033.0,3.0,14.0,18.0,0.0,16.0,9.0,8.0,0.0,0.0,0.0,7.0,12.0
136935.0,2.0,5.0,7.0,0.0,27.0,23.0,79.0,1.0,0.0,0.0,16.0,102.0
13981.0,2.0,6.0,18.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,6.0,7.0
35018.0,2.0,16.0,21.0,0.0,19.0,12.0,32.0,0.0,0.0,0.0,12.0,25.0
91050.0,2.0,9.0,10.0,0.0,5.0,5.0,72.0,0.0,0.0,0.0,31.0,86.0
130310.0,2.0,8.0,26.0,0.0,15.0,6.0,10.0,0.0,0.0,0.0,23.0,26.0
4600.0,2.0,5.0,8.0,0.0,10.0,4.0,5.0,0.0,0.0,0.0,1.0,6.0
53174.0,2.0,30.0,53.0,0.0,54.0,27.0,29.0,0.0,1.0,0.0,40.0,45.0
10314.0,2.0,6.0,10.0,0.0,8.0,4.0,64.0,0.0,0.0,0.0,35.0,88.0
41062.0,2.0,4.0,7.0,0.0,27.0,25.0,160.0,0.0,0.0,0.0,49.0,189.0
161549.0,2.0,16.0,29.0,0.0,10.0,7.0,15.0,0.0,0.0,0.0,12.0,15.0
160682.0,2.0,24.0,34.0,0.0,6.0,4.0,8.0,0.0,0.0,0.0,13.0,18.0
175656.0,2.0,6.0,17.0,0.0,7.0,5.0,6.0,0.0,0.0,0.0,8.0,17.0
139561.0,2.0,5.0,25.0,0.0,15.0,9.0,25.0,0.0,0.0,0.0,3.0,5.0
160672.0,2.0,20.0,26.0,0.0,13.0,9.0,18.0,0.0,0.0,0.0,26.0,39.0
31013.0,2.0,5.0,2.0,0.0,18.0,10.0,7.0,0.0,0.0,0.0,1.0,3.0
162020.0,2.0,12.0,24.0,0.0,7.0,4.0,8.0,0.0,1.0,0.0,9.0,11.0
32203.0,2.0,7.0,14.0,0.0,19.0,5.0,2.0,1.0,0.0,0.0,5.0,1.0
6566.0,2.0,5.0,12.0,0.0,22.0,20.0,63.0,0.0,0.0,0.0,32.0,87.0
44026.0,2.0,16.0,24.0,0.0,25.0,19.0,16.0,0.0,0.0,0.0,15.0,10.0
6773.0,2.0,7.0,19.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,23.0,17.0
141189.0,2.0,10.0,8.0,0.0,13.0,8.0,10.0,0.0,2.0,0.0,6.0,7.0
