index,playerId,goals,goalAssist,appearances,minutePlayed,yellowCard,redCard,totalSubOn,totalSubOff
413,161537.0,0.0,0.0,6.0,135.0,0.0,0.0,5.0,1.0
414,35777.0,0.0,0.0,6.0,112.0,1.0,0.0,6.0,0.0
415,130400.0,0.0,0.0,6.0,271.0,0.0,0.0,2.0,3.0
416,172388.0,0.0,0.0,6.0,143.0,0.0,0.0,5.0,1.0
417,175685.0,0.0,0.0,6.0,540.0,1.0,0.0,0.0,0.0
418,159287.0,0.0,0.0,6.0,113.0,0.0,0.0,5.0,1.0
419,162014.0,0.0,0.0,6.0,342.0,0.0,0.0,2.0,1.0
420,134618.0,0.0,0.0,6.0,526.0,1.0,0.0,0.0,1.0
421,179148.0,0.0,0.0,5.0,60.0,0.0,0.0,5.0,0.0
422,180050.0,0.0,0.0,5.0,44.0,0.0,0.0,5.0,0.0
423,175380.0,0.0,0.0,5.0,322.0,1.0,0.0,0.0,5.0
424,31013.0,0.0,0.0,5.0,311.0,0.0,0.0,2.0,1.0
425,160166.0,0.0,0.0,5.0,218.0,0.0,0.0,3.0,0.0
426,160081.0,0.0,0.0,5.0,435.0,1.0,0.0,1.0,0.0
427,175534.0,0.0,0.0,5.0,441.0,0.0,0.0,0.0,1.0
428,94486.0,0.0,0.0,5.0,65.0,1.0,0.0,5.0,0.0
429,14288.0,0.0,0.0,5.0,235.0,1.0,0.0,3.0,1.0
430,93957.0,0.0,0.0,5.0,187.0,0.0,0.0,3.0,0.0
431,180097.0,0.0,0.0,4.0,57.0,0.0,0.0,4.0,0.0
432,32539.0,0.0,0.0,4.0,346.0,0.0,0.0,1.0,0.0
433,180093.0,0.0,0.0,4.0,271.0,1.0,0.0,1.0,0.0
434,47176.0,0.0,0.0,4.0,360.0,0.0,0.0,0.0,0.0
435,129751.0,0.0,0.0,4.0,66.0,0.0,0.0,3.0,1.0
