index,playerId,goals,goalAssist,appearances,minutePlayed,yellowCard,redCard,totalSubOn,totalSubOff
436,53032.0,0.0,0.0,4.0,66.0,1.0,0.0,3.0,1.0
437,134737.0,0.0,0.0,4.0,100.0,0.0,0.0,3.0,0.0
438,154172.0,0.0,0.0,4.0,150.0,0.0,0.0,2.0,2.0
439,180848.0,0.0,0.0,4.0,18.0,0.0,0.0,4.0,0.0
440,179282.0,0.0,0.0,4.0,360.0,0.0,0.0,0.0,0.0
441,53183.0,0.0,0.0,4.0,238.0,0.0,0.0,3.0,0.0
442,133675.0,0.0,0.0,4.0,57.0,0.0,0.0,3.0,1.0
443,43062.0,0.0,0.0,3.0,103.0,0.0,0.0,2.0,0.0
444,130553.0,0.0,0.0,3.0,189.0,1.0,0.0,0.0,3.0
445,161388.0,0.0,0.0,3.0,34.0,0.0,0.0,3.0,0.0
446,172462.0,0.0,0.0,3.0,58.0,0.0,0.0,2.0,1.0
447,21222.0,0.0,0.0,3.0,270.0,0.0,0.0,0.0,0.0
448,180889.0,0.0,0.0,3.0,136.0,0.0,0.0,2.0,1.0
449,144289.0,0.0,0.0,3.0,184.0,0.0,0.0,1.0,0.0
450,180207.0,0.0,0.0,3.0,166.0,0.0,0.0,1.0,1.0
451,153068.0,0.0,0.0,3.0,230.0,1.0,0.0,1.0,0.0
452,163789.0,0.0,0.0,3.0,111.0,1.0,0.0,2.0,1.0
453,163201.0,0.0,0.0,3.0,270.0,0.0,0.0,0.0,0.0
454,159974.0,0.0,0.0,3.0,19.0,0.0,0.0,3.0,0.0
455,172469.0,0.0,0.0,3.0,24.0,0.0,0.0,3.0,0.0
456,90117.0,0.0,0.0,3.0,121.0,1.0,0.0,2.0,0.0
457,10048.0,0.0,0.0,2.0,127.0,0.0,0.0,0.0,1.0
458,160738.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0
459,19884.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0
460,160893.0,0.0,0.0,2.0,135.0,0.0,0.0,1.0,0.0
461,161384.0,0.0,0.0,2.0,19.0,0.0,0.0,2.0,0.0
462,180206.0,0.0,0.0,2.0,16.0,0.0,0.0,2.0,0.0
463,175441.0,0.0,0.0,2.0,31.0,0.0,0.0,2.0,0.0
464,30959.0,0.0,0.0,2.0,48.0,0.0,0.0,2.0,0.0
465,6013.0,0.0,0.0,2.0,135.0,0.0,0.0,0.0,1.0
466,138634.0,0.0,0.0,2.0,19.0,0.0,0.0,2.0,0.0
467,159635.0,0.0,0.0,2.0,98.0,1.0,0.0,1.0,0.0
468,41632.0,0.0,0.0,2.0,180.0,0.0,0.0,0.0,0.0
469,171568.0,0.0,0.0,2.0,86.0,0.0,0.0,1.0,1.0
470,49710.0,0.0,0.0,2.0,82.0,0.0,0.0,1.0,1.0
471,19667.0,0.0,0.0,2.0,22.0,0.0,0.0,2.0,0.0
472,180764.0,0.0,0.0,2.0,114.0,0.0,0.0,0.0,1.0
473,31037.0,0.0,0.0,2.0,158.0,0.0,0.0,1.0,0.0
474,32165.0,0.0,0.0,2.0,180.0,0.0,0.0,0.0,0.0
475,160579.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0
476,138686.0,0.0,0.0,2.0,13.0,0.0,0.0,2.0,0.0
477,132466.0,0.0,0.0,2.0,180.0,0.0,0.0,0.0,0.0
478,175545.0,0.0,0.0,2.0,97.0,0.0,0.0,1.0,1.0
479,179415.0,0.0,0.0,2.0,162.0,1.0,0.0,1.0,0.0
480,172658.0,0.0,0.0,2.0,36.0,0.0,0.0,2.0,0.0
481,30554.0,0.0,0.0,2.0,24.0,1.0,0.0,2.0,0.0
482,50563.0,0.0,0.0,2.0,30.0,0.0,0.0,2.0,0.0
483,180123.0,0.0,0.0,2.0,42.0,0.0,0.0,2.0,0.0
484,134740.0,0.0,0.0,1.0,19.0,0.0,0.0,1.0,0.0
485,181972.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0
486,106138.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
487,15279.0,0.0,0.0,1.0,13.0,0.0,0.0,1.0,0.0
488,160300.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,1.0
489,161386.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0
490,179298.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
491,172390.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0
492,162047.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
493,180197.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0
494,163251.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
495,20253.0,0.0,0.0,1.0,57.0,0.0,0.0,0.0,1.0
496,31063.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0
497,135709.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0
498,161396.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0
499,184255.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
500,184283.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
501,136298.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0
502,134707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
