index,playerId,shirtNum,positionInfo,loan,nationalTeamID,currentTeamId,birth,birthCountryId,playerName
64,4029,16.0,Centre Central Midfielder,False,GB-ENG,25,5/8/1987,GB-ENG,Mark Noble
65,161459,22.0,Left/Right Winger,False,GB-ENG,20,3/6/1994,GB-ENG,Nathan Redmond
66,94228,27.0,Right Winger,False,BR,21,8/13/1992,BR,Lucas Moura
67,5745,21.0,Left/Centre/Right Attacking Midfielder,False,ES,11,1/8/1986,ES,David Silva
68,135191,37.0,Right Winger,False,ES,38,1/25/1996,ES,Adama Traoré
69,92622,4.0,Centre Central Defender,False,NL,10,7/8/1991,NL,Virgil van Dijk
70,131781,7.0,Left/Right Winger,False,UA,25,10/23/1989,RU,Andriy Yarmolenko
71,30533,,Right Full Back,False,GB-ENG,10,10/7/1998,GB-ENG,Trent Alexander-Arnold
72,154335,24.0,Left/Centre/Right Second Striker,False,PY,23,2/10/1994,PY,Miguel Almirón
73,135245,20.0,Left Winger,False,BR,7,9/8/1992,BR,Bernard
74,91050,30.0,Left/Right Winger,False,GB-ENG,25,3/28/1990,GB-ENG,Michail Antonio
75,129749,21.0,Right Full Back,False,PT,26,10/6/1993,PT,Ricardo Pereira
76,180005,23.0,Left/Right Winger,False,NL,21,10/8/1997,NL,Steven Bergwijn
77,20752,25.0,Full Back,True,GB-ENG,26,12/21/1996,GB-ENG,Ben Chilwell
78,14131,3.0,Left Full Back,False,GB-ENG,25,12/15/1989,GB-ENG,Aaron Cresswell
79,160025,32.0,Centre Central Midfielder,False,BE,38,4/15/1995,BE,Leander Dendoncker
80,129879,23.0,Centre Central Defender,False,FR,25,1/9/1997,FR,Issa Diop
81,13742,30.0,Defender,True,GB-ENG,131,11/21/1991,GB-ENG,Lewis Dunk
82,94221,18.0,Centre Striker,False,FR,4,9/30/1986,FR,Olivier Giroud
83,14287,4.0,Centre/Right Central Midfielder,False,GB-ENG,127,2/1/1990,GB-ENG,Dan Gosling
84,160672,17.0,Left/Right Winger,False,EG,2,10/1/1994,EG,Trézéguet
85,5990,14.0,Centre Central Midfielder,False,GB-ENG,10,6/17/1990,GB-ENG,Jordan Henderson
86,160158,16.0,Centre Central Midfielder,False,ES,11,6/22/1996,ES,Rodrigo
87,43135,14.0,Centre Central Midfielder,False,IE,2,2/2/1991,IE,Conor Hourihane
88,159627,21.0,Left/Right Winger,False,GB-WLS,12,11/10/1997,GB-ENG,Daniel James
89,30960,7.0,Centre Central Midfielder,False,FR,4,3/29/1991,FR,N'Golo Kanté
90,160895,7.0,Right Winger,False,PT,38,3/9/2000,PT,Pedro Neto
91,166789,,Midfielder,False,BR,1,6/18/2001,BR,Gabriel Martinelli
92,135200,7.0,Centre Central Midfielder,False,GB-SCT,2,10/18/1994,GB-SCT,John McGinn
93,7748,4.0,Centre Central Midfielder,False,RS,6,4/7/1991,YU,Luka Milivojevic
94,17894,27.0,Centre Striker,True,BE,10,4/18/1995,BE,Divock Origi
95,157053,15.0,Left/Centre/Right Central Midfielder,False,GB-ENG,10,8/15/1993,GB-ENG,Alex Oxlade-Chamberlain
96,32103,37.0,Left/Centre/Right Central Midfielder,False,AR,33,1/7/1991,AR,Roberto Pereyra
97,160846,10.0,Left/Right Winger,False,FR,23,3/12/1997,FR,Allan Saint-Maximin
98,20023,10.0,Centre Striker,False,GB-ENG,18,2/5/1986,GB-ENG,Billy Sharp
99,160683,6.0,Centre Central Midfielder,False,BR,2,5/9/1998,BR,Douglas Luiz
100,160314,8.0,Centre Central Midfielder,False,BE,26,5/7/1997,BE,Youri Tielemans
101,159713,11.0,Left Winger,False,BE,131,12/4/1994,BE,Leandro Trossard
102,23462,3.0,Left Full Back,False,NL,6,8/29/1990,NL,Patrick van Aanholt
103,160892,15.0,Centre Central Defender,False,GB-ENG,131,1/4/1995,GB-ENG,Adam Webster
104,31015,5.0,Left/Centre/Right Attacking Midfielder,False,NL,10,11/11/1990,NL,Georginio Wijnaldum
105,13935,11.0,Left/Centre/Right Winger,False,CI,6,11/10/1992,CI,Wilfried Zaha
106,47172,5.0,Left/Centre Central Defender,False,NL,127,2/18/1995,NL,Nathan Aké
107,160671,9.0,Centre Striker,False,BR,23,8/14/1996,BR,Joelinton
108,6280,28.0,Left/Right Full Back,False,ES,4,8/28/1989,ES,César Azpilicueta
109,53174,,Defender,False,GB-ENG,18,3/9/1993,GB-ENG,George Baldock
110,31074,2.0,Central Defender,False,IE,23,9/26/1989,IE,Ciaran Clark
111,154766,18.0,Centre Striker,True,IE,131,1/28/2000,IE,Aaron Connolly
112,175596,63.0,Centre Striker,True,IT,38,1/3/1998,IT,Patrick Cutrone
113,49704,8.0,Centre Central Midfielder,False,PT,38,3/13/1997,PT,Rúben Neves
114,159638,12.0,Left/Right Winger,False,ML,20,6/15/1998,ML,Moussa Djenepo
115,180025,24.0,Centre Attacking Midfielder,False,DK,21,2/14/1992,DK,Christian Eriksen
116,135251,18.0,Centre Central Defender,False,AR,23,2/21/1989,AR,Federico Fernández
117,159637,18.0,Centre Central Midfielder,False,ES,25,2/22/1996,ES,Pablo Fornals
118,135117,16.0,Centre Striker,True,GB-ENG,23,10/17/1990,GB-ENG,Dwight Gayle
