index,playerId,totalScoringAttack,ontargetScoringAttack,hitWoodwork,HeadGoal,PenaltyGoal,FreekickGoal,totalOffside,touches,totalPass,totalThroughBall,totalCross,cornerTaken
44,160783.0,46.0,17.0,3.0,0.0,1.0,0.0,4.0,1138.0,632.0,10.0,100.0,63.0
45,6447.0,46.0,22.0,0.0,0.0,1.0,2.0,0.0,2045.0,1333.0,2.0,216.0,148.0
46,91050.0,45.0,19.0,1.0,0.0,0.0,0.0,9.0,709.0,326.0,5.0,36.0,0.0
47,135200.0,44.0,17.0,2.0,0.0,0.0,0.0,0.0,1019.0,572.0,3.0,56.0,19.0
48,14290.0,44.0,18.0,0.0,1.0,0.0,0.0,27.0,812.0,430.0,2.0,21.0,0.0
49,160847.0,43.0,21.0,0.0,1.0,0.0,0.0,4.0,876.0,524.0,1.0,8.0,0.0
50,44030.0,43.0,13.0,2.0,1.0,0.0,0.0,2.0,1478.0,1117.0,1.0,59.0,18.0
51,14848.0,42.0,19.0,0.0,0.0,1.0,0.0,6.0,1229.0,803.0,4.0,7.0,4.0
52,160672.0,41.0,11.0,1.0,0.0,0.0,0.0,4.0,683.0,286.0,0.0,58.0,11.0
53,90860.0,41.0,9.0,0.0,0.0,0.0,0.0,1.0,2224.0,1686.0,4.0,27.0,1.0
54,159627.0,41.0,20.0,0.0,0.0,0.0,0.0,2.0,1138.0,684.0,4.0,92.0,4.0
55,128766.0,41.0,13.0,2.0,0.0,0.0,0.0,0.0,1553.0,815.0,4.0,203.0,49.0
56,52240.0,41.0,14.0,1.0,0.0,1.0,0.0,2.0,1235.0,800.0,3.0,121.0,65.0
57,30533.0,40.0,10.0,0.0,0.0,0.0,1.0,1.0,3247.0,2168.0,5.0,337.0,140.0
58,10314.0,40.0,12.0,0.0,0.0,1.0,0.0,13.0,486.0,251.0,3.0,5.0,0.0
59,53178.0,40.0,8.0,1.0,0.0,0.0,0.0,7.0,1462.0,1080.0,2.0,53.0,3.0
60,133644.0,39.0,18.0,0.0,0.0,0.0,0.0,10.0,800.0,494.0,2.0,7.0,0.0
61,161990.0,39.0,11.0,0.0,0.0,0.0,0.0,9.0,757.0,370.0,0.0,73.0,0.0
62,130310.0,38.0,16.0,0.0,0.0,0.0,0.0,3.0,756.0,438.0,1.0,21.0,0.0
63,128570.0,38.0,16.0,0.0,0.0,0.0,0.0,3.0,1490.0,968.0,3.0,21.0,4.0
64,160156.0,38.0,18.0,1.0,0.0,1.0,0.0,6.0,976.0,569.0,7.0,25.0,0.0
65,130050.0,38.0,9.0,1.0,0.0,0.0,0.0,1.0,2085.0,1583.0,3.0,63.0,42.0
66,115748.0,37.0,14.0,0.0,0.0,0.0,0.0,3.0,1053.0,703.0,2.0,65.0,38.0
67,160846.0,37.0,16.0,2.0,1.0,0.0,0.0,2.0,766.0,331.0,2.0,37.0,0.0
68,12507.0,36.0,18.0,0.0,1.0,2.0,0.0,9.0,813.0,550.0,1.0,6.0,1.0
69,159689.0,35.0,18.0,1.0,0.0,0.0,0.0,14.0,620.0,367.0,0.0,7.0,0.0
70,160587.0,35.0,9.0,1.0,0.0,0.0,0.0,15.0,461.0,223.0,1.0,4.0,0.0
71,19695.0,35.0,11.0,2.0,1.0,0.0,1.0,1.0,1043.0,769.0,3.0,68.0,48.0
72,135191.0,35.0,9.0,1.0,0.0,0.0,0.0,5.0,1374.0,607.0,8.0,156.0,0.0
73,5745.0,34.0,12.0,1.0,0.0,0.0,0.0,3.0,1332.0,1105.0,11.0,29.0,5.0
74,160683.0,34.0,11.0,0.0,0.0,0.0,0.0,0.0,1361.0,994.0,3.0,20.0,2.0
75,93882.0,33.0,10.0,1.0,0.0,0.0,0.0,0.0,650.0,467.0,5.0,9.0,3.0
76,130624.0,33.0,8.0,0.0,0.0,0.0,0.0,2.0,2065.0,1252.0,17.0,152.0,101.0
77,159637.0,33.0,11.0,0.0,0.0,0.0,0.0,7.0,940.0,631.0,4.0,49.0,17.0
78,157053.0,33.0,8.0,1.0,0.0,0.0,0.0,2.0,885.0,591.0,3.0,35.0,0.0
79,23607.0,32.0,16.0,1.0,1.0,0.0,0.0,2.0,1873.0,1211.0,1.0,38.0,0.0
80,161463.0,32.0,13.0,2.0,1.0,0.0,0.0,11.0,576.0,336.0,0.0,18.0,0.0
81,179384.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,1299.0,855.0,4.0,98.0,48.0
82,160732.0,31.0,8.0,0.0,0.0,0.0,0.0,1.0,1619.0,1058.0,1.0,12.0,0.0
83,30926.0,31.0,11.0,0.0,0.0,0.0,0.0,1.0,1408.0,939.0,3.0,139.0,75.0
84,7018.0,31.0,8.0,1.0,0.0,1.0,0.0,2.0,2019.0,1773.0,7.0,29.0,22.0
85,180060.0,30.0,13.0,2.0,0.0,2.0,0.0,1.0,606.0,425.0,5.0,42.0,31.0
86,31015.0,30.0,13.0,0.0,1.0,0.0,0.0,1.0,1722.0,1365.0,0.0,3.0,0.0
87,32114.0,29.0,14.0,3.0,0.0,0.0,0.0,11.0,472.0,270.0,2.0,4.0,0.0
88,154766.0,29.0,12.0,0.0,0.0,0.0,0.0,10.0,317.0,121.0,1.0,9.0,0.0
89,139564.0,29.0,14.0,1.0,0.0,0.0,0.0,2.0,445.0,316.0,0.0,9.0,1.0
90,143584.0,29.0,10.0,2.0,1.0,0.0,0.0,0.0,1952.0,1456.0,8.0,46.0,17.0
91,43231.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,1323.0,935.0,2.0,14.0,0.0
92,7748.0,29.0,8.0,0.0,0.0,2.0,1.0,1.0,1683.0,1245.0,3.0,130.0,89.0
93,159713.0,29.0,8.0,2.0,0.0,0.0,0.0,4.0,939.0,605.0,1.0,69.0,11.0
94,13742.0,28.0,9.0,1.0,1.0,0.0,1.0,0.0,2374.0,1986.0,1.0,1.0,0.0
95,161345.0,28.0,8.0,0.0,1.0,0.0,0.0,6.0,2507.0,2111.0,1.0,2.0,0.0
96,135243.0,28.0,10.0,0.0,1.0,0.0,0.0,1.0,1506.0,1226.0,1.0,4.0,0.0
97,93725.0,28.0,8.0,1.0,0.0,0.0,0.0,9.0,501.0,283.0,5.0,34.0,2.0
98,10059.0,27.0,12.0,0.0,0.0,0.0,1.0,1.0,1203.0,770.0,2.0,174.0,64.0
99,48182.0,27.0,9.0,1.0,0.0,0.0,1.0,5.0,1158.0,815.0,5.0,126.0,70.0
100,180025.0,26.0,9.0,0.0,0.0,0.0,1.0,2.0,913.0,674.0,5.0,72.0,47.0
101,135175.0,26.0,2.0,1.0,1.0,0.0,0.0,1.0,1538.0,1189.0,0.0,5.0,0.0
102,51703.0,26.0,8.0,0.0,1.0,0.0,0.0,0.0,2060.0,1631.0,3.0,37.0,0.0
103,92622.0,26.0,12.0,1.0,4.0,0.0,0.0,1.0,3097.0,2772.0,7.0,0.0,0.0
104,47172.0,25.0,7.0,1.0,1.0,0.0,0.0,3.0,1517.0,1166.0,1.0,5.0,0.0
105,6773.0,25.0,9.0,0.0,0.0,0.0,0.0,1.0,759.0,494.0,1.0,48.0,39.0
106,52229.0,25.0,6.0,0.0,0.0,0.0,0.0,3.0,1764.0,1178.0,4.0,34.0,1.0
107,144510.0,25.0,5.0,2.0,0.0,0.0,0.0,3.0,630.0,367.0,0.0,4.0,0.0
108,35018.0,24.0,7.0,1.0,1.0,0.0,0.0,2.0,1090.0,714.0,1.0,51.0,1.0
109,134236.0,24.0,4.0,1.0,0.0,0.0,0.0,3.0,2023.0,1105.0,1.0,229.0,97.0
110,47195.0,24.0,2.0,0.0,0.0,0.0,0.0,1.0,1040.0,640.0,1.0,42.0,22.0
111,160897.0,24.0,9.0,0.0,0.0,0.0,0.0,4.0,276.0,107.0,1.0,10.0,0.0
112,135591.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,883.0,616.0,1.0,33.0,12.0
113,6280.0,23.0,6.0,0.0,0.0,0.0,0.0,3.0,2754.0,1920.0,0.0,103.0,0.0
114,129750.0,23.0,8.0,0.0,1.0,0.0,0.0,1.0,2460.0,2077.0,1.0,5.0,0.0
115,91606.0,23.0,12.0,0.0,2.0,0.0,0.0,9.0,317.0,183.0,3.0,2.0,0.0
116,134321.0,23.0,4.0,0.0,0.0,0.0,0.0,2.0,1131.0,726.0,1.0,15.0,0.0
117,132927.0,23.0,8.0,1.0,0.0,0.0,0.0,2.0,1301.0,894.0,5.0,34.0,5.0
118,35017.0,22.0,6.0,0.0,0.0,0.0,0.0,4.0,870.0,545.0,1.0,30.0,6.0
119,43135.0,22.0,8.0,1.0,0.0,0.0,1.0,4.0,705.0,474.0,1.0,83.0,40.0
120,18957.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,464.0,313.0,4.0,20.0,1.0
121,35800.0,22.0,8.0,0.0,1.0,0.0,0.0,2.0,1688.0,1334.0,1.0,7.0,0.0
122,23462.0,22.0,5.0,1.0,0.0,1.0,1.0,2.0,1683.0,1062.0,2.0,80.0,39.0
123,52102.0,21.0,4.0,1.0,0.0,0.0,0.0,2.0,612.0,382.0,0.0,56.0,17.0
124,162020.0,21.0,9.0,2.0,1.0,0.0,0.0,0.0,747.0,483.0,8.0,41.0,1.0
125,160054.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,2050.0,1699.0,10.0,8.0,0.0
126,26151.0,21.0,7.0,0.0,0.0,0.0,0.0,4.0,963.0,714.0,5.0,43.0,33.0
127,30598.0,21.0,7.0,1.0,0.0,0.0,0.0,0.0,578.0,332.0,0.0,67.0,45.0
128,133641.0,21.0,6.0,0.0,0.0,0.0,1.0,3.0,2127.0,1585.0,4.0,202.0,152.0
129,52974.0,21.0,10.0,1.0,0.0,0.0,0.0,4.0,875.0,505.0,3.0,136.0,73.0
130,6363.0,21.0,4.0,2.0,0.0,0.0,0.0,0.0,1321.0,1077.0,1.0,4.0,1.0
131,131781.0,21.0,10.0,1.0,0.0,0.0,0.0,8.0,443.0,324.0,2.0,14.0,0.0
132,161456.0,20.0,3.0,1.0,0.0,0.0,0.0,7.0,309.0,169.0,2.0,9.0,0.0
133,161350.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,1218.0,948.0,0.0,0.0,0.0
134,159638.0,20.0,8.0,0.0,0.0,0.0,0.0,3.0,551.0,239.0,1.0,21.0,0.0
135,18721.0,20.0,10.0,0.0,0.0,1.0,0.0,4.0,758.0,402.0,4.0,18.0,1.0
136,58929.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,522.0,375.0,3.0,6.0,2.0
137,162019.0,20.0,7.0,0.0,1.0,0.0,0.0,1.0,1788.0,1501.0,12.0,4.0,0.0
138,32140.0,20.0,8.0,0.0,0.0,0.0,0.0,1.0,740.0,435.0,1.0,57.0,13.0
139,42220.0,20.0,3.0,1.0,1.0,0.0,0.0,1.0,1791.0,1343.0,2.0,2.0,0.0
140,91041.0,20.0,8.0,1.0,0.0,0.0,0.0,2.0,1858.0,1414.0,1.0,20.0,0.0
141,131752.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,1061.0,813.0,2.0,12.0,11.0
142,20262.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1767.0,1328.0,3.0,17.0,6.0
143,133133.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,1444.0,1081.0,0.0,2.0,0.0
144,51790.0,19.0,7.0,0.0,0.0,0.0,0.0,5.0,240.0,140.0,0.0,4.0,0.0
145,166468.0,19.0,3.0,0.0,0.0,0.0,0.0,1.0,1022.0,757.0,1.0,0.0,0.0
146,93960.0,19.0,5.0,1.0,0.0,0.0,0.0,7.0,459.0,200.0,0.0,22.0,1.0
147,160158.0,19.0,8.0,0.0,1.0,0.0,0.0,0.0,2550.0,2254.0,2.0,7.0,0.0
148,32103.0,19.0,8.0,0.0,0.0,1.0,0.0,4.0,856.0,544.0,0.0,27.0,18.0
149,133749.0,19.0,6.0,0.0,0.0,0.0,0.0,1.0,929.0,618.0,1.0,10.0,0.0
150,129749.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,2549.0,1572.0,4.0,60.0,0.0
151,133548.0,18.0,7.0,0.0,0.0,0.0,0.0,2.0,602.0,288.0,1.0,27.0,1.0
152,49709.0,18.0,6.0,0.0,0.0,0.0,0.0,1.0,1322.0,923.0,2.0,6.0,0.0
153,160025.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,1499.0,1168.0,0.0,8.0,0.0
154,52220.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,401.0,285.0,3.0,12.0,4.0
155,30667.0,18.0,3.0,0.0,1.0,0.0,0.0,2.0,1150.0,768.0,1.0,38.0,0.0
156,50135.0,18.0,5.0,0.0,1.0,0.0,0.0,2.0,2741.0,2026.0,2.0,157.0,20.0
157,51699.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,510.0,339.0,4.0,4.0,0.0
158,23389.0,17.0,3.0,0.0,0.0,0.0,0.0,1.0,1712.0,988.0,2.0,106.0,24.0
159,94221.0,17.0,9.0,1.0,0.0,0.0,0.0,7.0,272.0,191.0,0.0,2.0,0.0
160,5990.0,17.0,6.0,3.0,1.0,0.0,0.0,0.0,2093.0,1764.0,7.0,58.0,1.0
161,30960.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,1399.0,1062.0,0.0,26.0,0.0
162,10292.0,17.0,7.0,1.0,1.0,0.0,0.0,3.0,1674.0,1257.0,0.0,3.0,0.0
163,4029.0,17.0,6.0,0.0,0.0,3.0,0.0,0.0,1577.0,1258.0,3.0,25.0,6.0
164,144579.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,2233.0,1783.0,1.0,160.0,95.0
165,136255.0,17.0,5.0,0.0,1.0,0.0,0.0,1.0,2522.0,2111.0,0.0,4.0,0.0
166,10205.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1789.0,1502.0,2.0,4.0,0.0
167,154336.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,1695.0,922.0,0.0,50.0,0.0
168,20752.0,16.0,6.0,1.0,0.0,0.0,0.0,0.0,2366.0,1620.0,3.0,103.0,8.0
169,160895.0,16.0,5.0,0.0,0.0,0.0,0.0,4.0,512.0,294.0,0.0,35.0,7.0
170,32098.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,752.0,620.0,7.0,2.0,1.0
171,47001.0,16.0,4.0,0.0,1.0,0.0,0.0,2.0,2055.0,1252.0,2.0,100.0,0.0
172,18843.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,1602.0,1132.0,0.0,4.0,0.0
173,154433.0,15.0,2.0,0.0,0.0,0.0,0.0,7.0,137.0,78.0,0.0,0.0,0.0
174,160495.0,15.0,2.0,1.0,0.0,0.0,0.0,1.0,1037.0,636.0,0.0,7.0,0.0
175,44032.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,444.0,319.0,0.0,20.0,4.0
176,14131.0,15.0,5.0,0.0,0.0,0.0,1.0,2.0,1729.0,1041.0,0.0,110.0,19.0
177,19205.0,15.0,5.0,1.0,1.0,0.0,0.0,1.0,888.0,643.0,2.0,8.0,0.0
178,18566.0,15.0,5.0,0.0,0.0,0.0,0.0,2.0,163.0,79.0,0.0,1.0,0.0
179,23153.0,15.0,6.0,0.0,0.0,0.0,0.0,2.0,380.0,225.0,1.0,22.0,3.0
180,52087.0,15.0,2.0,1.0,0.0,0.0,0.0,1.0,1086.0,687.0,0.0,77.0,8.0
181,43997.0,15.0,5.0,0.0,0.0,0.0,0.0,10.0,265.0,160.0,0.0,3.0,0.0
182,35862.0,15.0,4.0,1.0,0.0,0.0,0.0,2.0,1393.0,1043.0,3.0,21.0,0.0
183,175528.0,15.0,5.0,0.0,2.0,0.0,0.0,2.0,178.0,98.0,0.0,4.0,0.0
184,96594.0,14.0,3.0,0.0,0.0,0.0,0.0,5.0,325.0,196.0,0.0,5.0,0.0
185,160032.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,978.0,711.0,1.0,4.0,0.0
186,180000.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1048.0,745.0,7.0,40.0,28.0
187,30925.0,14.0,3.0,0.0,0.0,0.0,0.0,2.0,1794.0,1329.0,1.0,47.0,0.0
188,42727.0,14.0,8.0,0.0,0.0,0.0,0.0,1.0,439.0,259.0,1.0,7.0,0.0
189,20023.0,14.0,5.0,1.0,1.0,0.0,0.0,7.0,314.0,176.0,0.0,7.0,0.0
190,50015.0,14.0,3.0,0.0,0.0,0.0,0.0,3.0,2060.0,1620.0,0.0,45.0,1.0
191,160892.0,14.0,6.0,0.0,2.0,0.0,0.0,0.0,1893.0,1563.0,1.0,6.0,0.0
192,160845.0,14.0,6.0,0.0,0.0,0.0,0.0,1.0,821.0,429.0,1.0,32.0,1.0
193,34626.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1194.0,943.0,1.0,34.0,1.0
194,133868.0,13.0,3.0,0.0,0.0,0.0,0.0,2.0,1892.0,1099.0,0.0,61.0,0.0
195,35149.0,13.0,3.0,0.0,0.0,0.0,0.0,3.0,917.0,603.0,1.0,8.0,0.0
196,162118.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,692.0,475.0,3.0,5.0,0.0
197,135117.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,140.0,76.0,0.0,3.0,0.0
198,48260.0,13.0,4.0,1.0,1.0,0.0,0.0,0.0,1312.0,1036.0,2.0,0.0,0.0
199,19592.0,13.0,6.0,0.0,1.0,0.0,0.0,0.0,1499.0,1326.0,0.0,0.0,0.0
200,94140.0,13.0,7.0,1.0,0.0,0.0,0.0,1.0,1042.0,715.0,0.0,54.0,20.0
201,162021.0,13.0,3.0,1.0,0.0,0.0,0.0,1.0,663.0,454.0,2.0,18.0,0.0
202,135169.0,13.0,8.0,1.0,0.0,0.0,0.0,3.0,179.0,82.0,2.0,2.0,0.0
203,20234.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0,2039.0,1706.0,12.0,9.0,0.0
204,53036.0,12.0,4.0,0.0,0.0,0.0,0.0,5.0,1790.0,1034.0,0.0,112.0,0.0
205,135177.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,1099.0,796.0,0.0,34.0,0.0
206,160781.0,12.0,4.0,0.0,0.0,0.0,0.0,3.0,312.0,201.0,0.0,9.0,2.0
207,129879.0,12.0,6.0,0.0,2.0,0.0,0.0,1.0,1091.0,770.0,0.0,1.0,0.0
208,159741.0,12.0,5.0,2.0,0.0,0.0,0.0,4.0,193.0,112.0,0.0,2.0,0.0
209,135251.0,12.0,5.0,1.0,1.0,0.0,0.0,2.0,1334.0,862.0,0.0,28.0,0.0
210,132771.0,12.0,4.0,0.0,0.0,3.0,0.0,0.0,2183.0,1861.0,16.0,8.0,0.0
211,55835.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,1595.0,1325.0,1.0,3.0,0.0
212,135976.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,200.0,102.0,1.0,23.0,1.0
213,6723.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,2237.0,1960.0,0.0,2.0,0.0
214,166789.0,12.0,5.0,0.0,0.0,0.0,0.0,2.0,309.0,116.0,1.0,22.0,0.0
215,19506.0,12.0,4.0,0.0,0.0,2.0,0.0,1.0,771.0,622.0,2.0,17.0,7.0
216,17894.0,12.0,5.0,0.0,1.0,0.0,0.0,0.0,296.0,156.0,0.0,15.0,0.0
217,180046.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,248.0,138.0,0.0,15.0,0.0
218,42970.0,12.0,3.0,0.0,0.0,0.0,0.0,1.0,1741.0,1360.0,4.0,115.0,76.0
219,21858.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,481.0,300.0,2.0,8.0,3.0
220,135589.0,12.0,4.0,0.0,0.0,0.0,0.0,1.0,1777.0,1519.0,0.0,0.0,0.0
221,135245.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,720.0,467.0,5.0,33.0,6.0
222,53174.0,11.0,5.0,0.0,0.0,0.0,0.0,10.0,1710.0,942.0,0.0,108.0,0.0
223,175596.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,121.0,59.0,1.0,6.0,0.0
224,131780.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,1481.0,1152.0,7.0,6.0,1.0
225,144363.0,11.0,5.0,0.0,0.0,0.0,0.0,1.0,1324.0,1022.0,2.0,2.0,0.0
226,93814.0,11.0,4.0,0.0,0.0,0.0,0.0,3.0,254.0,127.0,1.0,2.0,0.0
227,179281.0,11.0,2.0,0.0,1.0,0.0,0.0,4.0,185.0,100.0,0.0,2.0,0.0
228,129759.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1551.0,1334.0,3.0,8.0,0.0
229,51690.0,11.0,2.0,0.0,0.0,0.0,0.0,2.0,807.0,615.0,0.0,0.0,0.0
230,90987.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1575.0,1330.0,4.0,25.0,6.0
231,26145.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,1897.0,1582.0,4.0,14.0,0.0
232,180108.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,972.0,502.0,1.0,57.0,0.0
233,156959.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,683.0,498.0,1.0,1.0,0.0
234,180212.0,10.0,5.0,2.0,0.0,0.0,0.0,1.0,215.0,95.0,0.0,17.0,4.0
235,135262.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0,2012.0,1339.0,3.0,42.0,0.0
236,160682.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1152.0,888.0,4.0,49.0,44.0
237,10046.0,10.0,1.0,1.0,1.0,0.0,0.0,1.0,1492.0,1172.0,0.0,1.0,0.0
238,14287.0,10.0,5.0,0.0,0.0,0.0,0.0,2.0,602.0,405.0,1.0,2.0,0.0
239,7431.0,10.0,2.0,0.0,0.0,0.0,0.0,3.0,610.0,501.0,4.0,22.0,8.0
240,161996.0,10.0,4.0,2.0,0.0,0.0,0.0,3.0,174.0,94.0,2.0,0.0,0.0
241,20341.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1045.0,760.0,1.0,1.0,0.0
242,162532.0,10.0,3.0,0.0,2.0,0.0,0.0,0.0,1319.0,1161.0,3.0,5.0,0.0
243,161548.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,1351.0,812.0,5.0,63.0,1.0
244,13981.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,492.0,303.0,2.0,52.0,5.0
245,180005.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,276.0,180.0,2.0,5.0,1.0
246,161549.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,982.0,725.0,0.0,29.0,0.0
